5498.57019 17.522 0.014
5499.58063 17.477 0.011
5502.58110 17.254 0.008
5503.55166 17.152 0.008
5504.55657 17.016 0.009
5505.56329 17.416 0.013
5506.56536 17.460 0.011
5507.54990 17.487 0.011
5508.53261 17.460 0.012
5509.52581 17.396 0.011
5510.56885 17.343 0.011
5511.55469 17.233 0.010
5512.54241 17.117 0.009
5513.54290 17.002 0.009
5514.60334 17.282 0.009
5515.53274 17.490 0.014
5516.53416 17.485 0.013
5517.53092 17.426 0.011
5518.54259 17.382 0.011
5519.53740 17.342 0.014
5521.54159 17.109 0.011
5522.55187 16.989 0.009
5523.57601 17.482 0.012
5525.51630 17.519 0.018
5526.54543 17.448 0.011
5527.54803 17.353 0.009
5529.51519 17.156 0.016
5530.56028 17.099 0.009
5533.52426 17.494 0.015
5534.56452 17.493 0.011
5535.56780 17.441 0.011
5539.55191 17.043 0.008
5540.55723 17.270 0.009
5542.52731 17.501 0.015
5543.58549 17.489 0.012
5544.58378 17.442 0.010
5546.52691 17.221 0.015
5547.56535 17.168 0.009
5550.57577 17.426 0.014
5551.56897 17.531 0.014
5554.56313 17.329 0.011
5556.55703 17.118 0.010
5558.55222 17.483 0.011
5561.53918 17.444 0.013
5563.54444 17.269 0.011
5567.54780 17.441 0.012
5570.60527 17.423 0.013
5573.53532 17.191 0.014
5578.53488 17.464 0.020
5581.53812 17.291 0.015
5583.53385 17.006 0.010
5592.52760 16.954 0.009
5699.86715 17.129 0.010
5700.91446 17.070 0.012
5702.93183 17.483 0.016
5723.94504 17.400 0.014
5724.84675 17.279 0.010
5724.93836 17.333 0.009
5725.89149 17.201 0.008
5727.93092 16.968 0.010
5729.90327 17.508 0.018
5734.92792 17.228 0.010
5737.90515 17.480 0.010
5739.94455 17.489 0.012
5740.92463 17.417 0.010
5742.94540 17.279 0.009
5744.90583 17.031 0.009
5746.87481 17.437 0.013
5748.91695 17.486 0.011
5753.87389 16.995 0.008
5756.86506 17.503 0.017
5757.80797 17.423 0.014
5759.91236 17.346 0.011
5762.80858 17.433 0.014
5763.91660 17.484 0.012
5764.83630 17.490 0.009
5765.82146 17.468 0.010
5766.83555 17.433 0.010
5767.86814 17.385 0.011
5768.86643 17.267 0.008
5770.86728 17.066 0.008
5776.86261 17.350 0.010
5777.89299 17.293 0.009
5782.85495 17.487 0.009
5783.67111 17.382 0.013
5785.73629 17.251 0.010
5786.78401 17.171 0.010
5787.77927 17.040 0.008
5788.79512 17.142 0.011
5790.89755 17.429 0.009
5793.80791 17.363 0.011
5794.79994 17.289 0.010
5795.81465 17.194 0.008
5796.74879 16.996 0.009
5798.82176 17.491 0.011
5801.76221 17.440 0.010
5802.75057 17.298 0.011
5803.73593 17.200 0.008
5804.81416 17.170 0.009
5805.74471 17.017 0.008
5806.75483 17.482 0.011
5807.76684 17.506 0.012
5809.74366 17.427 0.009
5810.66162 17.314 0.009
5811.64545 17.226 0.010
5812.71039 17.167 0.009
5813.71723 17.031 0.008
5814.71721 17.309 0.012
5815.76365 17.450 0.010
5816.69444 17.486 0.012
5817.71008 17.433 0.011
5818.66277 17.386 0.011
5819.70903 17.354 0.011
5820.70959 17.253 0.010
5822.68971 16.979 0.008
5823.66386 17.501 0.011
5824.68899 17.474 0.009
5825.75163 17.491 0.008
5826.66887 17.426 0.010
5827.68372 17.371 0.010
5828.68478 17.303 0.008
5829.66555 17.173 0.008
5830.66095 17.051 0.008
5831.67351 17.101 0.008
5832.63234 17.442 0.009
5833.66914 17.488 0.009
5835.63814 17.416 0.010
5836.63139 17.336 0.008
5837.62297 17.225 0.008
5839.64013 17.000 0.008
5840.67896 17.235 0.009
5841.67726 17.445 0.012
5842.70593 17.505 0.012
5843.69681 17.454 0.010
5844.65947 17.402 0.014
5845.69892 17.371 0.013
5846.64796 17.212 0.012
5850.65028 17.483 0.010
5851.66255 17.506 0.011
5852.60015 17.445 0.012
5853.68088 17.400 0.013
5854.62048 17.293 0.009
5855.72200 17.283 0.008
5856.60146 17.054 0.008
5857.59442 17.313 0.009
5858.61269 17.472 0.011
5860.60146 17.479 0.010
5861.59788 17.421 0.009
5862.58410 17.330 0.009
5863.62213 17.258 0.008
5864.53952 17.114 0.008
5865.59249 17.007 0.008
5866.57193 17.493 0.009
5867.56032 17.458 0.009
5868.58934 17.478 0.010
5870.60314 17.379 0.009
5871.53953 17.300 0.009
5872.61185 17.239 0.008
5872.62476 17.253 0.008
5873.57285 17.150 0.012
5874.63232 17.019 0.010
5875.62070 17.447 0.011
5878.58909 17.433 0.014
5881.59068 17.231 0.010
5882.65308 17.180 0.008
5885.64610 17.428 0.010
5888.64274 17.383 0.010
5889.59234 17.277 0.009
5890.61981 17.199 0.008
5891.58107 17.057 0.009
5893.54737 17.442 0.010
5894.54803 17.507 0.010
5895.51962 17.432 0.014
5896.54825 17.371 0.009
5897.55765 17.338 0.010
5898.55528 17.241 0.011
5899.55422 17.152 0.010
5900.55659 17.006 0.008
5901.53060 17.455 0.017
5902.55657 17.484 0.014
5903.59171 17.532 0.014
5904.57227 17.465 0.012
5905.52576 17.385 0.016
5906.55676 17.282 0.013
5907.56847 17.255 0.012
5908.55509 17.136 0.009
5909.55228 17.020 0.008
5911.53005 17.500 0.015
5913.56367 17.391 0.013
5914.59541 17.390 0.009
5915.55991 17.283 0.009
5916.56291 17.205 0.008
5917.56272 17.089 0.008
5918.55901 17.061 0.008
5922.58452 17.454 0.009
5923.56549 17.355 0.008
5924.53325 17.218 0.010
5925.59418 17.216 0.009
5926.60747 17.129 0.010
5929.56168 17.480 0.014
5931.58949 17.414 0.013
5932.56051 17.352 0.011
5934.60821 17.202 0.009
5935.57676 17.049 0.012
5937.58188 17.466 0.013
5938.54197 17.489 0.012
5939.60386 17.465 0.012
5940.60255 17.450 0.010
5941.55947 17.341 0.010
5942.56229 17.242 0.008
5943.59715 17.182 0.011
5944.59101 17.033 0.008
5946.55576 17.456 0.010
5947.58682 17.512 0.013
5948.53513 17.443 0.013
5950.53260 17.294 0.011
5953.53112 17.049 0.011
5955.56367 17.497 0.010
5958.53573 17.365 0.010
5964.52612 17.512 0.020
5973.53798 17.494 0.011
6083.89340 17.430 0.013
6084.86675 17.349 0.011
6089.93503 17.484 0.010
6094.92288 17.270 0.010
6097.93515 17.131 0.008
6110.74250 17.291 0.011
6115.91099 17.493 0.011
6120.95065 17.357 0.018
6124.93776 17.467 0.008
6135.87451 17.485 0.009
6140.78721 17.323 0.012
6151.80527 17.490 0.010
6159.82256 17.453 0.009
6169.72449 17.425 0.011
6181.68905 17.223 0.008
6183.69405 17.077 0.007
6187.69355 17.449 0.010
6189.73847 17.338 0.011
6195.77637 17.487 0.009
6202.61978 17.480 0.012
6207.74760 17.278 0.011
6211.73273 17.452 0.008
6211.76320 17.466 0.010
6214.70226 17.397 0.011
6215.64479 17.267 0.010
6216.70892 17.214 0.008
6218.71144 16.997 0.008
6219.67382 17.501 0.009
6219.72354 17.491 0.009
6219.77119 17.265 0.010
6220.67595 17.507 0.011
6221.68268 17.469 0.011
6232.71787 17.368 0.011
6234.73244 17.214 0.008
6236.68742 17.316 0.008
6239.63509 17.458 0.010
6245.62111 17.477 0.009
6248.51137 17.388 0.013
6251.51203 17.046 0.008
6254.51579 17.490 0.015
6257.51641 17.356 0.013
6261.63407 17.051 0.010
6262.51759 17.445 0.017
6265.60656 17.432 0.008
6270.57193 17.059 0.007
6275.52761 17.344 0.014
6283.53222 17.411 0.010
6286.53314 17.132 0.013
6290.56891 17.455 0.011
6293.59067 17.358 0.009
6296.58454 17.012 0.008
6305.53447 17.150 0.013
6452.93537 17.437 0.008
6459.94906 17.451 0.013
6463.94003 17.328 0.008
6467.85673 17.488 0.014
6476.89211 17.448 0.010
6482.94942 17.234 0.012
6491.88917 17.137 0.008
6497.86771 17.371 0.009
6505.85907 17.453 0.010
6511.81385 17.503 0.009
6518.80174 17.024 0.007
6522.67239 17.368 0.010
6525.78009 17.178 0.010
6531.75170 17.398 0.008
6532.71071 17.299 0.008
6533.73704 17.222 0.008
6534.73821 17.110 0.008
6537.69371 17.536 0.011
6539.77515 17.456 0.008
6543.72197 17.054 0.007
6545.69236 17.451 0.008
6548.65631 17.355 0.008
6555.71585 17.507 0.011
6558.73494 17.367 0.008
6561.69840 16.972 0.007
6564.61130 17.473 0.009
6568.73409 17.264 0.008
6573.64776 17.457 0.008
6577.68936 17.188 0.008
6582.62800 17.393 0.009
6586.58360 17.049 0.008
6593.57607 17.287 0.010
6603.50733 17.065 0.010
6608.59608 17.427 0.008
6611.57558 17.220 0.008
6614.54315 17.437 0.011
6618.52187 17.387 0.010
6624.51618 17.541 0.016
6633.55208 17.459 0.009
6639.55844 16.992 0.008
6646.57342 17.249 0.008
6653.55836 17.386 0.008
6658.56606 17.332 0.009
6666.59298 17.077 0.008
6670.57318 17.454 0.011
6683.52672 17.016 0.015
6828.92981 17.497 0.011
6834.88904 17.146 0.011
6839.90907 17.452 0.014
6847.87031 17.469 0.009
6855.91409 17.476 0.011
6864.83085 17.484 0.010
6870.82996 16.998 0.008
6874.80135 17.454 0.011
6879.80319 17.256 0.011
6883.76347 17.390 0.009
6887.76866 16.995 0.008
6890.79806 17.490 0.011
6896.76498 17.062 0.009
6906.75749 17.492 0.013
6910.71266 17.333 0.013
6919.68690 17.287 0.010
6923.67712 17.455 0.010
6927.69884 17.390 0.010
6931.67132 17.449 0.010
6937.65539 17.220 0.010
6941.62042 17.504 0.015
6944.64184 17.386 0.008
6950.63874 17.525 0.011
6953.64591 17.363 0.008
6956.61085 17.016 0.008
6961.68810 17.452 0.011
6965.55292 17.261 0.012
6969.58973 17.433 0.011
6973.54526 17.045 0.008
6977.56472 17.476 0.011
6980.54259 17.228 0.010
6984.57507 17.460 0.011
6988.59838 17.349 0.009
6994.55563 17.467 0.010
6998.55920 17.225 0.010
7001.59031 17.522 0.014
7006.52833 17.289 0.015
7011.55744 17.497 0.011
7017.53803 16.995 0.008
7025.53972 17.142 0.010
7029.53039 17.480 0.015
7033.53928 17.240 0.012
7039.53587 17.449 0.012
7189.93737 17.454 0.013
7197.93143 17.463 0.012
7203.94524 17.281 0.011
7205.85287 17.375 0.013
7210.88559 17.366 0.011
7217.90754 17.469 0.011
7222.92644 17.101 0.008
7229.87182 17.229 0.008
7235.83456 17.406 0.012
7249.78112 17.494 0.010
7253.81642 17.402 0.009
7258.77881 17.476 0.009
7262.78012 17.341 0.009
7265.77792 17.021 0.008
7268.79673 17.499 0.010
7274.75922 16.981 0.008
7277.73759 17.479 0.015
7287.70703 17.417 0.011
7293.71239 17.444 0.011
7298.69940 17.228 0.010
7306.69339 17.313 0.010
7312.62794 17.466 0.011
7317.61504 16.994 0.008
7324.58866 17.207 0.011
7334.54403 17.017 0.008
7339.57665 17.375 0.009
7344.59203 17.461 0.011
7348.57829 17.389 0.014
7354.60636 17.491 0.012
7357.56759 17.379 0.009
7361.54846 17.405 0.009
7364.54830 17.452 0.010
7367.58090 17.281 0.009
7374.58082 17.420 0.009
7378.53081 17.041 0.010
7383.55705 17.397 0.010
7387.58241 17.004 0.008
7390.53636 17.466 0.011
7396.53876 17.349 0.011
7400.53758 17.469 0.014
7404.53537 16.994 0.008
7407.54545 17.485 0.009
7416.53982 17.482 0.012
7550.93440 17.466 0.012
7560.88581 17.494 0.013
7567.92778 17.447 0.012
7576.91915 17.452 0.011
7583.86885 17.058 0.008
7587.90021 17.451 0.011
7590.88480 17.206 0.011
